time,process wattage reading
50.5,320.31619999982934
50.6,169.30691250007658
50.7,418.4361874997499
50.8,304.56924999982
50.9,263.68198750028967
51.1,291.289762499748
51.2,320.55069999967816
51.3,176.30762500001583
51.4,422.8598499997984
51.5,303.0570000000589
51.7,307.6171374999161
51.8,295.87325000022827
51.9,313.77768749981186
52.0,155.84149999997172
52.1,414.58656249974734
52.3,314.31578750007606
52.4,318.79506250011616
52.5,276.9862125003623
52.6,186.54813749987804
52.7,317.61391250000156
52.9,302.2919499999756
53.0,309.44131250028147
53.1,293.32375000029276
53.2,248.58738750024932
53.3,208.78073750006152
53.5,310.14260000002974
53.6,308.48126250037166
53.7,296.82710000018415
53.8,330.7450750000338
54.0,157.08891250030138
54.1,484.25445000018226
54.2,275.56494999994464
54.3,299.9893000003125
54.4,260.84009999979753
54.6,329.9247750001581
54.7,158.175762499962
54.8,481.1511375000846
54.9,319.63362499984504
55.1,306.75391249951787
55.2,310.3810874999064
55.3,278.0032000000414
55.4,181.41081249997953
55.5,325.64721249981375
55.7,304.67907500017316
55.8,307.5659750003513
55.9,319.5938624998729
56.0,213.03726249974278
56.1,234.13143750017042
56.2,315.14983750027017
56.4,297.97788750018225
56.5,299.8928749997314
56.6,310.3896624997345
56.7,160.4020875001035
56.8,408.2202249999274
57.0,308.21297499983626
57.1,294.9244875000091
57.2,293.21003750011147
57.3,309.37539999964935
57.4,150.78126249994384
57.5,419.4761999996844
57.7,294.57642499986105
57.8,255.58847499986294
57.9,288.196800000238
58.0,306.1233000000473
58.1,249.89251250009403
58.2,193.17260000009844
58.4,295.16431250012243
58.5,313.5587250000448
58.6,304.84306249990766
58.7,310.26373750018536
58.8,207.0499249999557
59.0,226.89911250003206
59.1,293.6691625002073
59.2,305.58767499960084
59.3,260.38241249985293
59.4,252.5825999996363
59.6,297.7571875002846
59.7,152.02747499992256
59.8,347.85373749985877
59.9,297.316399999964
60.0,295.92882500034756
60.2,298.9304499999474
60.3,333.84353750025326
60.4,156.5891374998784
60.5,501.40138750001785
60.6,311.21626249992113
60.7,307.90724999972736
60.9,292.0490375001478
61.0,281.7353750001115
61.1,178.27818750012668
61.2,321.7306250001566
61.3,315.714537500072
61.5,261.93280000011436
61.6,305.48718750035914
61.7,198.5195500001573
61.8,299.81807499998536
61.9,315.0669250003557
62.1,303.17825000001756
62.2,288.7407250000542
62.3,319.6861749999283
62.4,168.2076874999504
62.5,421.98905000047813
62.7,254.7093000000721
62.8,302.11043749981906
62.9,308.0844750003976
63.0,301.97827500007986
63.1,302.74783749949125
63.2,160.59530000008814
63.4,346.9977874999371
63.5,312.732037500196
63.6,311.01649999998625
63.7,314.1963499996578
63.8,214.4231125000806
64.0,206.67318750021806
64.1,297.1454999999521
64.2,317.46448749979027
64.3,299.78799999958426
64.4,297.5658499997749
64.6,206.25309999987365
64.7,250.2764749997121
64.8,298.5440999998798
64.9,315.37393749997716
65.0,295.09516250005106
65.1,300.1972249998303
65.3,176.80481250029695
65.4,427.04877500001163
65.5,320.53242499996554
65.6,319.5587000001105
65.8,328.83983749989414
65.9,157.21816249988623
66.0,483.2952124997333
66.1,320.7574500003131
66.2,318.68367499996964
66.4,331.22484999990263
66.5,157.84306249960792
66.6,494.2639625002833
66.7,278.58454999979875
66.8,316.63055000017624
67.0,311.62942500007046
67.1,290.2966499999631
67.2,169.10663750011005
67.3,342.9891500000173
67.4,318.2631625003763
67.6,318.149962500119
67.7,335.8749499996105
67.8,157.34122500008377
67.9,449.3281749997928
68.0,276.1726249996864
68.1,276.3831250000279
68.3,407.41235000010056
68.4,303.90009999967003
68.5,236.4938124999084
68.6,349.3713749999384
68.7,301.61498750039607
68.8,255.87290000019422
69.0,317.05036249987603
69.1,305.21728749995526
69.2,263.19203749996376
69.3,291.084512499877
69.4,243.9684249999613
69.5,315.51691249958236
69.7,256.0721000000223
69.8,259.56811249991586
69.9,285.110262500387
70.0,295.7177749998955
70.1,252.20470000001953
70.2,307.7736624998535
70.4,260.6174875000317
70.5,299.8371124998288
70.6,239.5584749998874
70.7,249.15212500000197
70.8,305.51281250003666
71.0,284.3121499995439
71.1,240.25427499962097
71.2,202.45036250021366
71.3,257.9617124997981
71.4,253.12432500025025
71.5,290.0477875001146
71.7,299.9149500001309
71.8,254.67861250002167
71.9,303.52266250016686
72.0,262.00586249982007
72.1,294.8707249999628
72.2,249.3177875000314
72.4,301.8111999997258
72.5,369.82459999975396
72.6,291.90202499976147
72.7,254.5269625003595
72.8,300.0180250000558
72.9,292.60557500005234
73.1,260.2900250000239
73.2,304.6084250002721
73.3,284.48152499994904
73.4,250.0040374997916
73.5,292.7109250000445
73.6,273.6122499997931
73.7,246.3129000003304
73.9,272.90451250029435
74.0,266.22583749999757
74.1,204.98232499991718
74.2,283.3981375001604
74.3,305.9132250002032
74.4,248.73509999992964
74.6,304.88470000013183
74.7,286.30231249987264
74.8,234.37890000010376
74.9,288.2560500000254
75.0,300.20521250001036
75.1,229.56376250012255
75.2,274.2042500000098
75.4,295.0367625000392
75.5,246.0689249998686
75.6,288.873787499516
75.7,295.15867499983284
75.8,261.0205374997575
76.0,296.1146624998626
76.1,269.4528874999669
76.2,388.93496249958116
76.3,237.80512499963223
76.4,278.3256250000238
76.5,349.81793749978533
76.6,285.38655000029246
76.8,246.13812500022178
76.9,307.06559999982125
77.0,299.96029999987513
77.1,336.3024499998079
77.2,255.11471249974272
77.3,290.9141499995952
77.5,385.2067499999684
77.6,228.6397249998583
77.7,265.49917499971923
77.8,268.8663000000321
77.9,266.21381249984256
78.1,268.6222374996316
78.2,244.14319999991272
78.3,290.7941250000207
78.4,246.96296249964507
78.5,245.95347500001952
78.7,287.39917500006266
78.8,292.49602499992176
78.9,383.6237500001065
79.0,280.7738875000505
79.1,242.77373750013064
79.2,293.3584624999086
79.4,207.1190125000925
79.5,276.41904999977555
79.6,323.7072124996892
79.7,283.9058125001669
79.8,244.19332499996815
79.9,253.96381249965634
80.0,254.93202500008337
80.2,249.26810000015539
80.3,278.6823499999969
80.4,285.2046750003297
80.5,248.2273875001294
80.6,291.8164249997906
80.8,237.82319999959435
80.9,237.72491249999732
81.0,261.3847375002806
81.1,293.033762499495
81.2,247.08293750015727
81.4,309.34801250011367
81.5,243.02046250029818
81.6,259.37403749990335
81.7,299.84351250010366
81.8,241.13816249996597
82.0,298.96719999985066
82.1,234.55126249991588
82.2,231.0281249999447
82.3,240.61231250031852
82.4,268.33877499981315
82.6,289.67396249977463
82.7,386.7595124999759
82.8,289.81863750005135
82.9,248.61266250021578
83.0,321.6178875000041
83.2,311.3723749999771
83.3,189.53582499953333
83.4,257.81700000019043
83.5,279.50164999972327
83.6,246.09691249963944
83.8,235.52442500010656
83.9,284.496900000202
84.0,154.07426249997516
84.1,153.84427500031015
84.2,153.53769999977666
84.4,154.29528750004246
84.5,154.94379999994416
84.6,153.42094999954278
84.7,202.29092500024996
84.8,241.02216250008496
84.9,318.9360499997652
85.1,287.6396750000858
85.2,235.30292499990898
85.3,303.08924999982406
85.4,299.181974999918
85.5,377.53884999979346
85.7,296.9428249996563
85.8,221.24136249988803
85.9,294.8857124997565
86.0,267.1736875005066
86.1,239.90037499998286
86.3,276.37847499977215
86.4,299.8699749999825
86.5,363.58695000022703
86.6,300.3512750001857
86.7,249.0603499998833
86.9,326.45147500034943
87.0,303.96818749980594
87.1,232.42585000000545
87.2,297.6431875001406
87.3,206.8898500002193
87.5,271.70332500014626
87.6,339.98002499977594
87.7,295.4818624998792
87.8,242.97960000002638
87.9,315.12951249964533
88.1,304.46375000012335
88.2,229.1917499998148
88.3,274.8931374999578
88.4,298.89018749970415
88.6,250.35951250012437
88.7,276.306062500042
88.8,219.19040000023088
88.9,296.5469000001525
89.0,228.94638750010344
89.2,291.7277249995764
89.3,372.25934999978347
89.4,285.2023874999315
89.5,224.972699999786
89.6,304.9487874999089
89.8,278.87353750002507
89.9,201.5970375000208
90.0,288.7702874997922
90.1,264.72009999979343
90.2,214.34803750010033
90.3,289.97051249989016
90.5,299.3575624996447
90.6,348.27083749978624
90.7,280.1714500000555
90.8,223.97741249992686
90.9,245.38857500025188
91.1,265.01938750032565
91.2,259.2654874999309
91.3,230.8101124999957
91.4,237.1939375004469
91.5,284.09259999989297
91.7,263.7712874998629
91.8,168.88869999972812
91.9,282.7970749996544
92.0,296.5228499997931
92.1,199.51576250052895
92.2,288.0379750002699
92.4,265.9954375002155
92.5,222.93794999998354
92.6,275.2047500002809
92.7,159.9020000001561
92.8,297.57307499996966
93.0,221.85895000006713
93.1,295.41766249985665
93.2,242.82150000017134
93.3,242.90748749993216
93.4,274.069124999913
93.6,290.56848750029746
93.7,341.57504999999077
93.8,293.1538749999803
93.9,268.944025000048
94.0,309.313662499882
94.1,272.26512499976087
94.3,233.3238124999538
94.4,298.7911999999283
94.5,282.4543999993504
94.6,214.45866249989777
94.7,271.5806499999744
94.8,235.7753625001438
95.0,259.3705124995962
95.1,298.9431999998429
95.2,279.416262499991
95.3,247.9104249999422
95.4,306.44348749993367
95.5,302.36347499974363
95.7,212.95831249958718
95.8,288.89593750046623
95.9,286.64586250020074
96.0,217.70942499951923
96.1,289.4711875000852
96.3,282.67734999953825
96.4,298.05965000001015
96.5,305.60391250032404
96.6,266.95550000022047
96.7,296.39055000012155
96.8,280.37175000008426
97.0,272.9724875004205
97.1,322.79342499999035
97.2,280.7654374997568
97.3,214.33798749985579
97.4,321.23712500014227
97.5,268.5944624996569
97.7,260.0026124999218
97.8,213.039112500404
97.9,291.92947500021546
98.0,225.89389999998383
98.1,305.6228250001732
98.3,311.1575249997724
98.4,310.6388499998313
98.5,309.5103249998385
98.6,243.79512500011188
98.7,224.65322499983012
98.9,313.54822499990985
99.0,312.9161000001215
99.1,226.7201750001288
99.2,162.42379999981202
99.3,298.7771749998006
99.4,248.29969999994498
99.6,197.91818750006493
99.7,308.0103375001403
99.8,307.0239125002001
99.9,310.7646000000852
100.0,280.8994249997806
100.2,254.26340000006022
100.3,192.26712500010032
100.4,316.69855000007954
100.5,309.63317499995463
100.6,306.9895749995805
100.7,308.5957125001907
100.9,244.074487500306
101.0,206.2204875003517
101.1,311.2453124998341
101.2,315.050787500196
101.3,311.3758500001306
101.5,319.4748249999684
101.6,157.84195000011823
101.7,466.74771250002664
101.8,270.5288125001651
101.9,293.20191249980127
102.0,288.9670875003037
102.2,300.99718750016467
102.3,312.52377500025614
102.4,159.13136250050735
102.5,460.70897499988206
102.6,279.46070000004545
102.8,301.1126750000141
102.9,310.69987499993584
103.0,319.0406124998175
103.1,173.9498999999632
103.2,428.5310624997277
103.4,307.50222500019004
103.5,319.6795375003159
103.6,308.4933374997956
103.7,275.99738749962125
103.8,173.53320000026721
104.0,330.39113749994425
104.1,311.6129999995348
104.2,311.56903750033814
104.3,316.15171250018756
104.4,186.7836375001905
104.6,382.23078749996785
104.7,290.5560250000417
104.8,310.7687249999784
104.9,253.57311250040362
105.0,316.41933749963937
105.2,262.5474250005063
105.3,188.59204999996288
105.4,321.49841250000753
105.5,298.8388375002774
105.6,315.02243749994085
105.8,313.87933750004447
105.9,248.95951249991774
106.0,203.67532500046943
106.1,269.7633499998861
106.2,314.05332500026265
106.4,320.5054999997664
106.5,319.0612499997805
106.6,250.33966250003138
106.7,208.29402499998102
106.8,325.0706500000786
106.9,277.98287500015283
107.1,320.61454999996056
107.2,324.747724999953
107.3,158.62901249949644
107.4,478.78783750022706
107.6,292.42406249997435
107.7,306.95947500011243
107.8,318.2730875002802
107.9,308.55818749992176
108.0,158.68039999996543
108.2,488.43022500021317
108.3,288.1573000002652
108.4,314.65852499998
108.5,309.2269500003807
108.6,316.26551249990297
108.8,158.99629999985336
108.9,452.6836499998986
109.0,263.8588125000533
109.1,310.3255624997837
109.3,298.9825624998513
109.4,328.9263374998437
109.5,158.18091249999705
109.6,478.2259749999997
109.7,315.01333750011395
109.9,311.41539999994274
110.0,273.54757499992553
110.1,322.2964125001919
110.2,157.9442124999332
110.3,483.8589749996841
110.4,310.7232875000802
110.6,308.52845000013184
110.7,314.21278749976767
110.8,298.5209874998429
110.9,158.07866250035585
111.0,326.3950125000818
111.2,315.3364750001638
111.3,320.4661125001177
111.4,300.29452500012115
111.5,183.56478750043314
111.6,408.7758000002533
111.8,313.58881249995903
111.9,309.13392500033655
112.0,317.8649750002514
112.1,295.08777499982097
112.3,168.9404750001733
112.4,329.50032499976805
112.5,304.0015125001228
112.6,296.3130499997089
112.7,310.0448249998648
112.9,244.85884999997504
113.0,211.9005625000427
113.1,317.1460875001008
113.2,302.61053750025457
113.3,312.3179249999142
113.5,327.30341250003255
113.6,153.7814250003139
113.7,392.0195875000179
113.8,278.3177249997912
113.9,297.742350000047
114.1,313.5438500002696
114.2,320.17834999983313
114.3,152.72601249991567
114.4,442.9902249999402
114.6,311.24956249989043
114.7,284.910262499738
114.8,312.24531249999126
114.9,258.64448750036826
115.0,188.29081249992598
115.2,318.98983750002225
115.3,299.24905000011495
115.4,278.7580000001297
115.5,316.68610000007607
115.6,310.7405749999947
115.8,157.4888625003834
115.9,362.9436500001757
116.0,292.41991249986165
116.1,275.4523124998435
116.2,320.7149250000482
116.4,274.5741749998764
116.5,185.55868749998044
116.6,319.1895374997577
116.7,311.4748750001425
116.8,296.6184999999008
117.0,326.7113125001866
117.1,157.43913750003557
117.2,471.5000999998476
117.3,321.7757999996713
117.5,320.72601249943835
117.6,326.0327749996271
117.7,157.90508750020527
117.8,497.53128750009927
117.9,313.04546250010895
118.0,304.0148874999897
118.2,297.7478374999045
118.3,329.0190624996525
118.4,158.36242500020307
118.5,508.237775000371
118.6,307.7887374996644
118.8,309.79995000007324
118.9,310.350624999954
119.0,295.75228750004607
119.1,172.4428499999194
119.2,339.00104999983154
119.3,282.14410000008644
119.5,309.1816875000135
119.6,261.2536625000968
119.7,325.70140000029926
119.8,158.5563875001273
119.9,443.5790875000123
120.1,317.5058625004574
120.2,313.0343499997718
120.3,310.528574999902
120.4,268.4029625003895
120.5,196.84949999999952
120.7,322.2069749997405
120.8,297.15567500004545
120.9,311.0949624999659
121.0,326.22401250014366
121.2,158.0525875000894
121.3,467.8497124999994
121.4,315.1193874999997
121.5,304.8141750000504
121.6,299.3983500004571
121.8,306.68671249991456
121.9,158.32251250019178
122.0,411.70548749972073
122.1,322.2402499997756
122.2,313.77298750020856
122.3,322.26782500023546
122.5,254.19280000028374
122.6,211.1391499997553
122.7,310.8689624997583
122.8,289.3691249997355
122.9,230.37558750008463
123.1,312.96533749977243
123.2,314.18837500014337
123.3,260.32639999991807
123.4,200.98982499963603
123.5,299.3716624997236
123.7,320.2210999999108
123.8,311.0514749995229
123.9,317.18108750042734
124.0,242.3532374999049
124.2,217.85057499996034
124.3,292.95201250007955
124.4,316.194137500046
124.5,247.06742500011748
124.6,272.57547500039794
124.8,327.173512499794
124.9,159.45318750006842
125.0,456.98781250014434
125.1,304.0331375002104
125.2,281.8944625004136
125.4,305.3604375002614
125.5,335.6722375000128
125.6,158.14546249965204
125.7,493.3411500000395
125.8,313.10398749996966
126.0,311.72472500018193
126.1,294.26378750035946
126.2,282.8369874997442
126.3,180.0325374997046
126.4,322.37521249975833
126.6,320.5621875003096
126.7,264.0221875003626
126.8,308.5403500003885
126.9,206.69629999989118
127.0,277.57137499972305
127.2,319.1147624998062
127.3,308.9672999999224
127.4,293.7050375002436
127.5,324.76726250015776
127.7,159.3517374999501
127.8,451.0144125001068
127.9,251.04102499991714
128.0,304.2746000000974
128.1,314.5606249998673
128.2,302.8613499999221
128.4,254.0493500004697
128.5,212.00495000024964
128.6,306.2217250000016
128.7,316.6540750002023
128.9,303.2278875003394
129.0,337.2214625002961
129.1,159.24191249988215
129.2,461.08963749982064
129.3,285.1809499999042
129.5,320.2833625002095
129.6,297.2809125002677
129.7,326.3456125003344
129.8,158.2835874999291
129.9,465.5578999997815
130.1,306.39215000001127
130.2,307.87737500022916
130.3,317.86156249990455
130.4,320.6255749996227
130.5,158.04233750009445
130.6,506.9345499999646
130.8,324.3913624998647
130.9,324.3255375003209
131.0,340.51735000021284
131.1,158.44833750014075
131.2,504.9340000001888
131.3,324.93674999984506
131.5,323.0683749999327
131.6,335.92142499974574
131.7,159.17935000007563
131.8,498.2523875004321
131.9,283.59633749996715
132.1,320.3742749995435
132.2,315.89307499966816
132.3,283.83720000011084
132.4,183.87543749972244
132.5,334.5016875000758
132.7,322.31660000050033
132.8,320.51695000000467
132.9,339.7040749997395
133.0,159.12893750016516
133.1,460.93913750009085
133.3,299.6622749999922
133.4,223.95716250009718
133.5,235.99246249996065
133.6,298.2288875001541
133.7,265.28988749966663
133.9,265.0487874997139
134.0,275.98533750013155
134.1,249.76809999987017
134.2,274.8945875002042
134.3,251.87181249996064
134.4,286.46335000007235
134.6,380.63645000019164
134.7,307.9403874999756
134.8,211.27033749966358
134.9,253.53515000029
135.0,268.69477500001665
135.2,219.1482499999751
135.3,290.99812500009426
135.4,333.6563624996779
135.5,299.78688750022263
135.6,258.56261250001256
135.7,293.45386250042645
135.9,305.095499999696
136.0,260.4700625000492
136.1,284.3326250001992
136.2,298.6723374995548
136.3,299.70823749988045
136.4,306.6701500000345
136.6,263.7437124997668
136.7,286.1543000002421
136.8,293.4665250002261
136.9,202.8159249998862
137.0,290.24381249973953
137.1,308.7144750002364
137.3,255.6060249996692
137.4,272.6927250002045
137.5,285.8754625002533
137.6,406.78423750019573
137.7,303.6501500001584
137.8,257.9934000000561
138.0,216.54491249994314
138.1,274.2200624998717
138.2,284.12546249981096
138.3,373.97415000000035
138.4,288.2122249997599
138.5,246.21827499968637
138.7,294.96491249978715
138.8,219.61387500005364
138.9,155.37536249965487
139.0,154.4675875000481
139.1,153.37018750020653
139.2,153.34567500006816
139.4,153.29302500007034
139.5,153.06578750011104
139.6,226.89282500008122
139.7,236.28553749943094
139.8,289.0681000001146
139.9,299.7965000001597
140.1,247.45183749998978
140.2,301.55752500026426
140.3,300.23823750009177
140.4,392.8013874998811
140.5,316.6830625001021
140.6,325.34492499971236
140.8,301.0456499999418
140.9,220.2915999998251
141.0,240.5999499994563
